CN1721226	CAN总线	整车能量高
CN1270110	链道汽车	前景美好
CN1270110	链道汽车	石油资源少
CN1270110	链道汽车	条件有利
CN1270110	链道汽车	战略意义重大
CN1324750	链输送机	集装箱高
CN1324750	链输送机	结构简单
CN1324750	链输送机	造价低
CN1324750	链输送机	占地面积小
CN201169354	两用轮托	避免电动自行车意外
CN201169354	两用轮托	电动自行车电池沉重
CN201169354	两用轮托	结构简单
CN201169354	两用轮托	路面平坦
CN1300448	两者	成本低
CN1240612	料及制作方法	运输不易
CN1240612	料及制作方法	制作工艺简单
CN1218471	啉衍生物	磷酸酯特
CN1218471	啉衍生物	异性磷酸特
CN101314463	磷酸铁锂	大电流充放电性能好
CN101314463	磷酸铁锂	容量高
CN1184710	膦配体	催化性能好
CN1184710	膦配体	碳高
CN1845367	流板结构	燃料气体高
CN101071876	流场板	成本低
CN101071876	流场板	导热性能好
CN101071876	流场板	制备工艺简单
CN101071876	流场板	阻气性能好
CN1447098	流量计	温度范围热
CN1447098	流量计	元件热
CN101168692	硫方法	吸附硫化合物吸附性能优异
CN101168692	硫方法	再生特性优异
CN101056920	硫醚片材	成型加工性优异
CN101343046	硫酸	处优异
CN101343046	硫酸	发明优异
CN201095393	篓筐	保护篓筐有效
CN201095393	篓筐	物品安全
CN101060249	滤波器	成本低
CN1176504	滤波器	导电膜表面电抗薄
CN101060249	滤波器	发明制造工艺简单
CN101060249	滤波器	高压绝缘难点问题特
CN101060249	滤波器	应用价值高
CN101060249	滤波器	重量小
CN1299925	滤芯装置	成分少
CN1299925	滤芯装置	成分有害
CN1299925	滤芯装置	节油效果显著
CN1299925	滤芯装置	内燃机空气少
CN1299925	滤芯装置	尾气少
CN1299925	滤芯装置	尾气有害
CN101269792	铝粉浆	称量好
CN101269792	铝粉浆	成本低廉
CN101269792	铝粉浆	铝粉好
CN101269792	铝粉浆	优点方便
CN101289163	铝合金	铝少
CN101289163	铝合金	氢气高
CN1266818	氯化铁	功效优异
CN1266818	氯化铁	具有工艺流程简单
CN1261035	轮车辆	车运载效率显著
CN1261035	轮车辆	推力强
CN1503439	轮电机	磁场强
CN1503439	轮电机	构造简单
CN1503439	轮电机	效率高
CN1503439	轮电机	形成径向强
CN1503439	轮电机	重量轻
CN1503439	轮电机	转速稳定容易
CN1845423	轮毂电机	安装易
CN1852008	轮毂电机	安装易
CN2772111	轮毂电机	安装易
CN1845423	轮毂电机	成本低
CN1852008	轮毂电机	成本低
CN2772111	轮毂电机	成本低
CN101312305	轮毂电机	冲击能力强
CN201100944	轮毂电机	冲击能力强
CN1921262	轮毂电机	电动车辆高
CN201138766	轮毂电机	电动摩托车美观
CN1845423	轮毂电机	结构简单
CN1852008	轮毂电机	结构简单
CN2772111	轮毂电机	结构简单
CN1921262	轮毂电机	效率高
CN200953512	轮结构	功率密度大
CN200953507	轮结构	具有质量轻
CN200953512	轮结构	具有质量轻
CN200953512	轮结构	输出扭矩大
CN200953512	轮结构	优点大
CN200953507	轮结构	优点大
CN1982105	轮式车辆	动装置牢固
CN1982105	轮式车辆	固定牢固
CN201211900	轮式支架	保证车辆安全
CN201211900	轮式支架	装置结构简单
CN201183435	轮胎	部密度高
CN201183435	轮胎	弹性佳
CN101318448	轮胎	轮胎高
CN201183435	轮胎	轮胎重量少
CN201183435	轮胎	密度低
CN101318448	轮胎	使用功能意义重大
CN201183435	轮胎	性舒适
CN201201692	轮胎装置	电动车备用轮胎装置结构简单
CN1507846	轮椅车	发明操作简便
CN1507846	轮椅车	使用寿命长
CN1424494	轮轴	可能性准
CN1424494	轮轴	噪音少
CN1098171	螺丝组件	消除螺丝松弛
CN1184374	马达	装置简单
CN101370678	马达系统	道路恶劣
CN1684851	马达系统	马达驱动力可靠
CN101370678	马达系统	性舒适
CN1975452	脉冲检测方法	测试问题频繁
CN1975452	脉冲检测方法	值大
CN1061473	煤气炉	成本低
CN1061473	煤气炉	结构巧妙
CN1912200	酶固定化	比表面积高
CN1912200	酶固定化	导电性特点优异
CN1912200	酶固定化	发明结合纳米纤维高
CN1912200	酶固定化	固定高
CN1912200	酶固定化	酶利用率高
CN1912200	酶固定化	碳纳米管优异
CN1912200	酶固定化	制备过程简单
CN1227761	美容装置	选择激光波段准确
CN1288781	镁碱沸石	涂均匀牢固
CN201179858	门衬里	性美观
CN101239603	门衬里	性美观
CN201179858	门衬里	影响外观美观
CN101239603	门衬里	影响外观美观
CN1490250	锰酸锂	放电高
CN1490250	锰酸锂	循环性能良好
CN1360354	锰氧化物	生产工艺简单
CN101213694	密封部件	发电性能充分
CN101213694	密封部件	构成简单
CN101174677	密封环	循环操作热
CN101442192	密封系统	保证整车电器安全
CN101442192	密封系统	高低压高
CN101442192	密封系统	系统安全性高
CN101442192	密封系统	运行安全
CN1241765	密码标签	代价低
CN2053786	灭弧罩	结构紧凑
CN2053786	灭弧罩	绝缘性好
CN2053786	灭弧罩	灭弧性能好
CN1320678	民用燃料	产生容易
CN2696909	模块	冷却管路复杂
CN1753242	模块温度	环境恶劣
CN2638255	模拟装置	模拟合理
CN2638255	模拟装置	模拟实际
CN2638255	模拟装置	燃料电池工作特性实际
CN2638255	模拟装置	燃料电池输出实际
CN101005932	模制产品	壁薄
CN101005932	模制产品	尺寸精度高
CN101005932	模制产品	机械强度优异
CN101005932	模制产品	透光性高
CN101005932	模制产品	微观结构精密
CN101243568	膜	膜胀
CN1978038	膜	原料来源方便
CN1801512	膜电极	层好
CN101179134	膜电极	催化层催化活性高
CN101000963	膜电极	催化高
CN101145614	膜电极	催化活性高
CN101388463	膜电极	催化剂少
CN1697217	膜电极	电化学性能好
CN101355166	膜电极	电极性能方便
CN101250713	膜电极	电解质膜结合紧密
CN1697217	膜电极	分布合理
CN101250713	膜电极	工艺简便
CN101388463	膜电极	工艺简单
CN101250713	膜电极	功效长
CN1801512	膜电极	贵金属催化剂高
CN101359741	膜电极	技术缺陷大
CN101159333	膜电极	接触电阻大
CN101179134	膜电极	结合力优异
CN101000963	膜电极	经济效益明显
CN101250713	膜电极	具有催化剂利用率高
CN101359741	膜电极	具有工艺简单
CN101145612	膜电极	扩散阻力小
CN101145614	膜电极	扩散阻力小
CN101034746	膜电极	膜电极催化层高
CN1770519	膜电极	膜电极高
CN101000967	膜电极	膜电极气体快速高
CN101034746	膜电极	膜电极容易
CN101000967	膜电极	膜电极容易
CN1731609	膜电极	膜电极组件不易
CN101145614	膜电极	内阻小
CN101145612	膜电极	内阻小
CN101145612	膜电极	燃料电池催化活性高
CN101250713	膜电极	寿命长
CN101145614	膜电极	寿命长
CN101145612	膜电极	寿命长
CN1697217	膜电极	水调节层中合理
CN101000967	膜电极	水分及时
CN101355166	膜电极	涂布均匀高
CN101250713	膜电极	稳定性好
CN101145614	膜电极	效率高
CN101359741	膜电极	印刷膜易
CN101388463	膜电极	重现性好
CN101343372	膜制备方法	具有孔隙率高
CN1599108	膜制作方法	批量大
CN201193069	摩托车	保证车辆正常
CN201102603	摩托车	电源转换方便
CN201209016	摩托车	动力好
CN1974307	摩托车	环保有利
CN201102603	摩托车	结构简单
CN201209016	摩托车	具有结构简单
CN201209016	摩托车	控制器不易
CN1974307	摩托车	锂电池小巧
CN1438136	摩托车	汽车造价少
CN101386321	摩托车	强度高
CN201086788	摩托车	强度高
CN201071090	摩托车	人们少
CN201102603	摩托车	使用效率高
CN200971133	摩托车	问题美观
CN2310001	摩托车	效率高
CN101041374	摩托车	行驶困难
CN201193069	摩托车	行驶正常
CN201209016	摩托车	续行里程长
CN201071090	摩托车	蓄电池充电成本低
CN201209016	摩托车	优点长
CN2310001	摩托车	优点可靠
CN1528635	摩托车	越野性能高
CN101386321	摩托车	重量轻
CN201086788	摩托车	重量轻
CN2372176	摩托车	转速低
CN2372176	摩托车	转速高
CN201132579	内衬盘	加工方便
CN1229630	内裤	方向中央部位宽
CN1229630	内裤	区宽
CN1229630	内裤	液性能透
CN1766292	内燃机	成本低
CN1160812	内燃机	发明意义重大
CN1675083	内燃机	负荷工
CN1675083	内燃机	负荷轻
CN1800617	内燃机	进气管少
CN1675083	内燃机	况工
CN1766292	内燃机	内燃机结构简单
CN1766292	内燃机	一代交通工具环保节能型内燃机新
CN1273322	内燃机	油耗低
CN1273322	内燃机	噪音低
CN201217385	内燃机车	具有结构新颖
CN101403334	内燃机燃烧方法	促进混合气完全
CN101403334	内燃机燃烧方法	动力输出高
CN201075806	内液冷	电动车载全
CN201075806	内液冷	电机安全
CN201075806	内液冷	电机工作效率高
CN201075806	内液冷	动态性能好
CN201075806	内液冷	风冷
CN201075806	内液冷	解决定子绕组散热畅
CN201075806	内液冷	问题畅
CN201075806	内液冷	性能安全
CN201075806	内液冷	液冷
CN201075806	内液冷	运行安全
CN201075806	内液冷	噪声低
CN201075806	内液冷	转矩大
CN1992402	耐受性	质子交换膜燃料电池高
CN1380350	萘酮醚砜	聚合物分子量大
CN1380350	萘酮醚砜	耐高温氧化性能好
CN1380350	萘酮醚砜	性小
CN1380350	萘酮醚砜	性胀
CN1380350	萘酮醚砜	转变温度高
CN1435339	能方法	保持电力充足
CN1435339	能方法	成本低
CN1435339	能方法	充电质量好
CN1435339	能方法	解决电动车充电时间长
CN1435339	能方法	解决动力强劲
CN1435339	能方法	问题长
CN1435339	能方法	问题短
CN1435339	能方法	问题强劲
CN1435339	能方法	续航里程短
CN1895941	能量回收	电机制动扭矩负荷补偿发动机高
CN1895925	能量回收	减轻驾驶员疲劳
CN101219665	能量流	驱动能量分配合理
CN1641921	能量器件	反应反应速度慢
CN1641921	能量器件	是低温时特性优异
CN1641921	能量器件	输入输出特性高
CN1566626	能量循环	能源少
CN1566626	能量循环	作用积极
CN1494194	能量转换	产品成本低
CN1516329	能量转换	产品成本低
CN1516329	能量转换	性强实用
CN1494194	能量转换	性强实用
CN1753211	能量装置	低温好
CN1694297	能器件	储能器件小
CN1694297	能器件	依存性小
CN101314327	能消耗	表面平整
CN101314327	能消耗	能源巨大
CN101314327	能消耗	一级公路平整
CN1988337	能源系统	驶里程短
CN201172375	能源再	动力强劲
CN1323861	腻子粉	成本低廉
CN1323861	腻子粉	发明制作简单
CN1547275	镍电极	循环寿命长
CN1389946	镍阳极	成本低廉
CN1389946	镍阳极	方法简单
CN1389946	镍阳极	方法具体
CN1389946	镍阳极	温度低
CN1379492	镍阴极	氧化镍少
CN101293519	扭矩控制	轴扭矩理想
CN1077335	农药	有农药好
CN101342866	耦合装置	采用结构简单
CN101342866	耦合装置	成本低
CN201092255	耦合装置	结构简单
CN101342866	耦合装置	空间方便
CN101342866	耦合装置	离合装置简单
CN201214375	耦合装置	实现耦合时布局困难
CN201214375	耦合装置	问题困难
CN2730670	耦合装置	新增零件少
CN201198280	耦合装置	整车轴好
CN1203432	耦合装置	重量轻
CN1818418	耦合总成	结构紧凑
CN1238921	排骨饺子	成本低
CN1238921	排骨饺子	肉质软
CN201065075	排列装置	安装方式简单
CN201065075	排列装置	电容散热效果显著
CN1424491	排气装置	城市大气环境保护作用显著
CN1424491	排气装置	机械损失小
CN1424491	排气装置	具有结构简单
CN1424491	排气装置	配合调节方便
CN1424491	排气装置	优点小
CN1424491	排气装置	噪音小
CN1169049	判定装置	装置少
CN101194388	判断设备	准确度高
CN1322612	刨切单板	途径新
CN1527423	泡沫镍	集流导电能力好
CN200972712	陪驾装置	成本低廉
CN200972712	陪驾装置	结构简单
CN1310413	配送装置	操作正当
CN1736758	配置结构	燃料电池车辆容易
CN1736758	配置结构	填充作业容易
CN1252854	喷射泵	尺寸泵大
CN1184202	喷射系统	耐久性显著
CN1926376	喷嘴座	塑料衬套牢固
CN1693820	膨胀机	系统高
CN1702899	膨胀机组	加工成本低
CN1702899	膨胀机组	流水冷
CN1702899	膨胀机组	流水直
CN1702899	膨胀机组	直流高速电机冷
CN101145620	啤酒废水	成本低
CN101145620	啤酒废水	成本高
CN101145620	啤酒废水	处理效率影响大
CN101145620	啤酒废水	具有方法简单
CN101145620	啤酒废水	受温度影响小
CN101145620	啤酒废水	问题高
CN101145620	啤酒废水	效率高
CN101145620	啤酒废水	优点高
CN101145620	啤酒废水	有机物浓度少
CN101145620	啤酒废水	装置结构简单
CN1280936	漂浮建筑	航性适
CN1280936	漂浮建筑	耐波适
CN1280936	漂浮建筑	稳定性好
CN1263938	漂洗衣液	优点柔软
CN201021145	平板车	安全性高
CN201021145	平板车	安全性主动
CN201021145	平板车	车辆行驶车速高
CN201021145	平板车	利用效率高
CN2625185	平衡装置	解决电池安全
CN2625185	平衡装置	问题安全
CN1583455	平面	降低车身自重
CN1583455	平面	运动限制少
CN201034555	平整度	机构简单
CN201034555	平整度	具有准确性高
